"DJ"	"DAS"	"sim"	"Expe"	"Type"
967	71	507.706537831919	"SILIGOOT"	"intercrop_aviso_RRF"
976	72	507.748678471616	"SILIGOOT"	"intercrop_aviso_RRF"
980	73	507.765437009264	"SILIGOOT"	"intercrop_aviso_RRF"
983	74	507.777279494882	"SILIGOOT"	"intercrop_aviso_RRF"
988	75	507.795724002352	"SILIGOOT"	"intercrop_aviso_RRF"
993	76	507.812666586744	"SILIGOOT"	"intercrop_aviso_RRF"
998	77	507.828229460233	"SILIGOOT"	"intercrop_aviso_RRF"
1001	78	507.83695202075	"SILIGOOT"	"intercrop_aviso_RRF"
1003	79	507.842524904341	"SILIGOOT"	"intercrop_aviso_RRF"
1003	80	507.842524904341	"SILIGOOT"	"intercrop_aviso_RRF"
1004	81	507.845241131406	"SILIGOOT"	"intercrop_aviso_RRF"
1009	82	507.858151075419	"SILIGOOT"	"intercrop_aviso_RRF"
1016	83	507.874477898957	"SILIGOOT"	"intercrop_aviso_RRF"
1021	84	507.885006481764	"SILIGOOT"	"intercrop_aviso_RRF"
1026	85	507.89467744027	"SILIGOOT"	"intercrop_aviso_RRF"
1034	86	507.908539271118	"SILIGOOT"	"intercrop_aviso_RRF"
1043	87	507.922039009732	"SILIGOOT"	"intercrop_aviso_RRF"
1053	88	507.934805192844	"SILIGOOT"	"intercrop_aviso_RRF"
1064	89	507.94655572105	"SILIGOOT"	"intercrop_aviso_RRF"
1075	90	507.956302405262	"SILIGOOT"	"intercrop_aviso_RRF"
1082	91	507.961620387606	"SILIGOOT"	"intercrop_aviso_RRF"
1089	92	507.966341786963	"SILIGOOT"	"intercrop_aviso_RRF"
1097	93	507.971092652198	"SILIGOOT"	"intercrop_aviso_RRF"
1104	94	507.974751404551	"SILIGOOT"	"intercrop_aviso_RRF"
1108	95	507.976654750398	"SILIGOOT"	"intercrop_aviso_RRF"
1109	96	507.977110705886	"SILIGOOT"	"intercrop_aviso_RRF"
1115	97	507.97968950178	"SILIGOOT"	"intercrop_aviso_RRF"
1121	98	507.982018236196	"SILIGOOT"	"intercrop_aviso_RRF"
1131	99	507.985408550509	"SILIGOOT"	"intercrop_aviso_RRF"
1140	100	507.988004191853	"SILIGOOT"	"intercrop_aviso_RRF"
1150	101	507.99045868742	"SILIGOOT"	"intercrop_aviso_RRF"
1160	102	507.992529452252	"SILIGOOT"	"intercrop_aviso_RRF"
1170	103	507.994276475582	"SILIGOOT"	"intercrop_aviso_RRF"
1180	104	507.995750369131	"SILIGOOT"	"intercrop_aviso_RRF"
1188	105	507.996761758081	"SILIGOOT"	"intercrop_aviso_RRF"
1197	106	507.997746678815	"SILIGOOT"	"intercrop_aviso_RRF"
1207	107	507.998678035786	"SILIGOOT"	"intercrop_aviso_RRF"
1215	108	507.999317133808	"SILIGOOT"	"intercrop_aviso_RRF"
1224	109	507.999939505629	"SILIGOOT"	"intercrop_aviso_RRF"
0	0	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
-1	0	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
-2	0	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
-3	0	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
-4	0	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
-5	0	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
19	1	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
35	2	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
49	3	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
62	4	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
75	5	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
91	6	0	"SILIGOOT"	"intercrop_faba_aviso_RRF"
110	7	0.358703719149392	"SILIGOOT"	"intercrop_faba_aviso_RRF"
129	8	0.504439420374	"SILIGOOT"	"intercrop_faba_aviso_RRF"
147	9	0.696623334799238	"SILIGOOT"	"intercrop_faba_aviso_RRF"
166	10	0.979132412033415	"SILIGOOT"	"intercrop_faba_aviso_RRF"
181	11	1.28064201507409	"SILIGOOT"	"intercrop_faba_aviso_RRF"
200	12	1.79835077282648	"SILIGOOT"	"intercrop_faba_aviso_RRF"
221	13	2.61473482295443	"SILIGOOT"	"intercrop_faba_aviso_RRF"
238	14	3.53649734020527	"SILIGOOT"	"intercrop_faba_aviso_RRF"
250	15	4.37347592085461	"SILIGOOT"	"intercrop_faba_aviso_RRF"
264	16	5.5979168135311	"SILIGOOT"	"intercrop_faba_aviso_RRF"
278	17	7.15556195736216	"SILIGOOT"	"intercrop_faba_aviso_RRF"
295	18	9.61822768433658	"SILIGOOT"	"intercrop_faba_aviso_RRF"
313	19	13.1071354773884	"SILIGOOT"	"intercrop_faba_aviso_RRF"
331	20	17.7717195326403	"SILIGOOT"	"intercrop_faba_aviso_RRF"
350	21	24.3287642938633	"SILIGOOT"	"intercrop_faba_aviso_RRF"
369	22	32.9755208342393	"SILIGOOT"	"intercrop_faba_aviso_RRF"
387	23	43.4652509066011	"SILIGOOT"	"intercrop_faba_aviso_RRF"
408	24	58.8806336225285	"SILIGOOT"	"intercrop_faba_aviso_RRF"
419	25	68.3661254847675	"SILIGOOT"	"intercrop_faba_aviso_RRF"
428	26	76.8213199014969	"SILIGOOT"	"intercrop_faba_aviso_RRF"
436	27	84.823219780117	"SILIGOOT"	"intercrop_faba_aviso_RRF"
445	28	94.3112077398434	"SILIGOOT"	"intercrop_faba_aviso_RRF"
459	29	109.884576330477	"SILIGOOT"	"intercrop_faba_aviso_RRF"
477	30	130.740104681805	"SILIGOOT"	"intercrop_faba_aviso_RRF"
493	31	149.276323024414	"SILIGOOT"	"intercrop_faba_aviso_RRF"
505	32	162.708399586043	"SILIGOOT"	"intercrop_faba_aviso_RRF"
518	33	176.452321774082	"SILIGOOT"	"intercrop_faba_aviso_RRF"
527	34	185.335675539806	"SILIGOOT"	"intercrop_faba_aviso_RRF"
540	35	197.112001144067	"SILIGOOT"	"intercrop_faba_aviso_RRF"
552	36	206.797239587739	"SILIGOOT"	"intercrop_faba_aviso_RRF"
565	37	215.983724301008	"SILIGOOT"	"intercrop_faba_aviso_RRF"
576	38	222.727024396362	"SILIGOOT"	"intercrop_faba_aviso_RRF"
589	39	229.558295906552	"SILIGOOT"	"intercrop_faba_aviso_RRF"
602	40	235.2706651252	"SILIGOOT"	"intercrop_faba_aviso_RRF"
613	41	239.329624366867	"SILIGOOT"	"intercrop_faba_aviso_RRF"
624	42	242.766532413225	"SILIGOOT"	"intercrop_faba_aviso_RRF"
636	43	245.900415211902	"SILIGOOT"	"intercrop_faba_aviso_RRF"
647	44	248.289094011876	"SILIGOOT"	"intercrop_faba_aviso_RRF"
654	45	249.600305476253	"SILIGOOT"	"intercrop_faba_aviso_RRF"
665	46	251.376537666522	"SILIGOOT"	"intercrop_faba_aviso_RRF"
676	47	252.85311131487	"SILIGOOT"	"intercrop_faba_aviso_RRF"
686	48	253.975756509948	"SILIGOOT"	"intercrop_faba_aviso_RRF"
695	49	254.833988087599	"SILIGOOT"	"intercrop_faba_aviso_RRF"
704	50	255.568610639493	"SILIGOOT"	"intercrop_faba_aviso_RRF"
713	51	256.196850095867	"SILIGOOT"	"intercrop_faba_aviso_RRF"
721	52	256.678135067645	"SILIGOOT"	"intercrop_faba_aviso_RRF"
729	53	257.09642289973	"SILIGOOT"	"intercrop_faba_aviso_RRF"
740	54	257.583369548607	"SILIGOOT"	"intercrop_faba_aviso_RRF"
753	55	258.049218356026	"SILIGOOT"	"intercrop_faba_aviso_RRF"
765	56	258.393666487053	"SILIGOOT"	"intercrop_faba_aviso_RRF"
775	57	258.629602040518	"SILIGOOT"	"intercrop_faba_aviso_RRF"
785	58	258.827053135292	"SILIGOOT"	"intercrop_faba_aviso_RRF"
794	59	258.97702696247	"SILIGOOT"	"intercrop_faba_aviso_RRF"
805	60	259.130434423501	"SILIGOOT"	"intercrop_faba_aviso_RRF"
818	61	259.276822609791	"SILIGOOT"	"intercrop_faba_aviso_RRF"
828	62	259.368399801382	"SILIGOOT"	"intercrop_faba_aviso_RRF"
838	63	259.444960734358	"SILIGOOT"	"intercrop_faba_aviso_RRF"
844	64	259.484728378581	"SILIGOOT"	"intercrop_faba_aviso_RRF"
853	65	259.536906900548	"SILIGOOT"	"intercrop_faba_aviso_RRF"
861	66	259.576721416642	"SILIGOOT"	"intercrop_faba_aviso_RRF"
866	67	259.598855272952	"SILIGOOT"	"intercrop_faba_aviso_RRF"
868	68	259.607167620145	"SILIGOOT"	"intercrop_faba_aviso_RRF"
874	69	259.630387505964	"SILIGOOT"	"intercrop_faba_aviso_RRF"
878	70	259.644535132762	"SILIGOOT"	"intercrop_faba_aviso_RRF"
883	71	259.660849469769	"SILIGOOT"	"intercrop_faba_aviso_RRF"
886	72	259.669957930915	"SILIGOOT"	"intercrop_faba_aviso_RRF"
888	73	259.675763356361	"SILIGOOT"	"intercrop_faba_aviso_RRF"
888	74	259.675763356361	"SILIGOOT"	"intercrop_faba_aviso_RRF"
889	75	259.6785888329	"SILIGOOT"	"intercrop_faba_aviso_RRF"
894	76	259.691979759728	"SILIGOOT"	"intercrop_faba_aviso_RRF"
901	77	259.708817837841	"SILIGOOT"	"intercrop_faba_aviso_RRF"
907	78	259.721658260075	"SILIGOOT"	"intercrop_faba_aviso_RRF"
911	79	259.729481287731	"SILIGOOT"	"intercrop_faba_aviso_RRF"
919	80	259.743538040896	"SILIGOOT"	"intercrop_faba_aviso_RRF"
929	81	259.758493454591	"SILIGOOT"	"intercrop_faba_aviso_RRF"
939	82	259.770989790208	"SILIGOOT"	"intercrop_faba_aviso_RRF"
949	83	259.781431205785	"SILIGOOT"	"intercrop_faba_aviso_RRF"
960	84	259.790944773108	"SILIGOOT"	"intercrop_faba_aviso_RRF"
968	85	259.796773513441	"SILIGOOT"	"intercrop_faba_aviso_RRF"
974	86	259.80062692461	"SILIGOOT"	"intercrop_faba_aviso_RRF"
982	87	259.805159224153	"SILIGOOT"	"intercrop_faba_aviso_RRF"
989	88	259.808624247166	"SILIGOOT"	"intercrop_faba_aviso_RRF"
993	89	259.810417122382	"SILIGOOT"	"intercrop_faba_aviso_RRF"
994	90	259.810845563046	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1000	91	259.813260632973	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1007	92	259.815768015766	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1016	93	259.818561277737	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1026	94	259.82117844008	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1035	95	259.823163672116	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1045	96	259.825023735112	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1056	97	259.826718401629	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1065	98	259.827876228086	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1073	99	259.828759394632	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1083	100	259.829698924433	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1092	101	259.830411590762	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1101	102	259.831017814534	"SILIGOOT"	"intercrop_faba_aviso_RRF"
1109	103	259.831480228005	"SILIGOOT"	"intercrop_faba_aviso_RRF"
19	1	0	"SILIGOOT"	"intercrop_vigo"
39	2	0	"SILIGOOT"	"intercrop_vigo"
58	3	0	"SILIGOOT"	"intercrop_vigo"
79	4	0	"SILIGOOT"	"intercrop_vigo"
98	5	0	"SILIGOOT"	"intercrop_vigo"
115	6	0.807399372071547	"SILIGOOT"	"intercrop_vigo"
134	7	1.1312937911607	"SILIGOOT"	"intercrop_vigo"
149	8	1.47626972033159	"SILIGOOT"	"intercrop_vigo"
163	9	1.89229806454932	"SILIGOOT"	"intercrop_vigo"
177	10	2.42514768594971	"SILIGOOT"	"intercrop_vigo"
190	11	3.0528455390755	"SILIGOOT"	"intercrop_vigo"
206	12	4.05130337471391	"SILIGOOT"	"intercrop_vigo"
224	13	5.56662418538119	"SILIGOOT"	"intercrop_vigo"
243	14	7.7778103072766	"SILIGOOT"	"intercrop_vigo"
262	15	10.8531651826009	"SILIGOOT"	"intercrop_vigo"
281	16	15.1171170480908	"SILIGOOT"	"intercrop_vigo"
296	17	19.6035157978949	"SILIGOOT"	"intercrop_vigo"
315	18	27.1654211221715	"SILIGOOT"	"intercrop_vigo"
335	19	38.1128711488745	"SILIGOOT"	"intercrop_vigo"
353	20	51.3976325357626	"SILIGOOT"	"intercrop_vigo"
365	21	62.4942688674414	"SILIGOOT"	"intercrop_vigo"
379	22	78.121982217389	"SILIGOOT"	"intercrop_vigo"
393	23	97.042146406231	"SILIGOOT"	"intercrop_vigo"
409	24	123.175806597036	"SILIGOOT"	"intercrop_vigo"
428	25	160.933564894346	"SILIGOOT"	"intercrop_vigo"
446	26	203.432075114663	"SILIGOOT"	"intercrop_vigo"
465	27	254.51836014009	"SILIGOOT"	"intercrop_vigo"
483	28	307.071386796394	"SILIGOOT"	"intercrop_vigo"
501	29	361.233093494846	"SILIGOOT"	"intercrop_vigo"
522	30	422.84984303205	"SILIGOOT"	"intercrop_vigo"
534	31	455.857418412149	"SILIGOOT"	"intercrop_vigo"
543	32	479.111386057637	"SILIGOOT"	"intercrop_vigo"
551	33	498.542327597041	"SILIGOOT"	"intercrop_vigo"
560	34	518.901761009589	"SILIGOOT"	"intercrop_vigo"
574	35	547.282874379893	"SILIGOOT"	"intercrop_vigo"
592	36	577.91308993685	"SILIGOOT"	"intercrop_vigo"
607	37	598.710824565118	"SILIGOOT"	"intercrop_vigo"
620	38	613.621435649572	"SILIGOOT"	"intercrop_vigo"
633	39	625.994546714947	"SILIGOOT"	"intercrop_vigo"
642	40	633.256032603223	"SILIGOOT"	"intercrop_vigo"
654	41	641.495119349611	"SILIGOOT"	"intercrop_vigo"
667	42	648.820320596471	"SILIGOOT"	"intercrop_vigo"
679	43	654.341298165253	"SILIGOOT"	"intercrop_vigo"
691	44	658.870717628178	"SILIGOOT"	"intercrop_vigo"
704	45	662.852250664909	"SILIGOOT"	"intercrop_vigo"
717	46	666.046617388893	"SILIGOOT"	"intercrop_vigo"
728	47	668.246657789913	"SILIGOOT"	"intercrop_vigo"
739	48	670.066843584904	"SILIGOOT"	"intercrop_vigo"
751	49	671.694196358855	"SILIGOOT"	"intercrop_vigo"
762	50	672.914913112029	"SILIGOOT"	"intercrop_vigo"
769	51	673.578103362164	"SILIGOOT"	"intercrop_vigo"
779	52	674.394985332108	"SILIGOOT"	"intercrop_vigo"
791	53	675.203541786061	"SILIGOOT"	"intercrop_vigo"
801	54	675.758456632761	"SILIGOOT"	"intercrop_vigo"
810	55	676.180776064559	"SILIGOOT"	"intercrop_vigo"
819	56	676.541069905623	"SILIGOOT"	"intercrop_vigo"
828	57	676.848395350776	"SILIGOOT"	"intercrop_vigo"
836	58	677.083396663721	"SILIGOOT"	"intercrop_vigo"
844	59	677.287375791186	"SILIGOOT"	"intercrop_vigo"
854	60	677.504888634942	"SILIGOOT"	"intercrop_vigo"
868	61	677.751384576899	"SILIGOOT"	"intercrop_vigo"
880	62	677.919056867298	"SILIGOOT"	"intercrop_vigo"
890	63	678.033946584571	"SILIGOOT"	"intercrop_vigo"
900	64	678.130154034756	"SILIGOOT"	"intercrop_vigo"
909	65	678.203285414698	"SILIGOOT"	"intercrop_vigo"
920	66	678.278166080302	"SILIGOOT"	"intercrop_vigo"
932	67	678.344784064019	"SILIGOOT"	"intercrop_vigo"
942	68	678.390419498773	"SILIGOOT"	"intercrop_vigo"
952	69	678.428626961438	"SILIGOOT"	"intercrop_vigo"
959	70	678.451607877147	"SILIGOOT"	"intercrop_vigo"
967	71	678.474599451621	"SILIGOOT"	"intercrop_vigo"
976	72	678.496843859957	"SILIGOOT"	"intercrop_vigo"
980	73	678.505644243131	"SILIGOOT"	"intercrop_vigo"
983	74	678.511845928546	"SILIGOOT"	"intercrop_vigo"
988	75	678.521474836689	"SILIGOOT"	"intercrop_vigo"
993	76	678.53028502134	"SILIGOOT"	"intercrop_vigo"
998	77	678.53834607801	"SILIGOOT"	"intercrop_vigo"
1001	78	678.542849853176	"SILIGOOT"	"intercrop_vigo"
1003	79	678.545721689283	"SILIGOOT"	"intercrop_vigo"
1003	80	678.545721689283	"SILIGOOT"	"intercrop_vigo"
1004	81	678.547119775909	"SILIGOOT"	"intercrop_vigo"
1009	82	678.553749327749	"SILIGOOT"	"intercrop_vigo"
1016	83	678.562094482983	"SILIGOOT"	"intercrop_vigo"
1021	84	678.567450640251	"SILIGOOT"	"intercrop_vigo"
1026	85	678.572351316917	"SILIGOOT"	"intercrop_vigo"
1034	86	678.579340423251	"SILIGOOT"	"intercrop_vigo"
1043	87	678.586102088068	"SILIGOOT"	"intercrop_vigo"
1053	88	678.59244926848	"SILIGOOT"	"intercrop_vigo"
1064	89	678.598243999421	"SILIGOOT"	"intercrop_vigo"
1075	90	678.603009533694	"SILIGOOT"	"intercrop_vigo"
1082	91	678.605591337059	"SILIGOOT"	"intercrop_vigo"
1089	92	678.607871053886	"SILIGOOT"	"intercrop_vigo"
1097	93	678.61015168885	"SILIGOOT"	"intercrop_vigo"
1104	94	678.611897812101	"SILIGOOT"	"intercrop_vigo"
1108	95	678.612802264318	"SILIGOOT"	"intercrop_vigo"
1109	96	678.613018505623	"SILIGOOT"	"intercrop_vigo"
1115	97	678.614238248488	"SILIGOOT"	"intercrop_vigo"
1121	98	678.615334588254	"SILIGOOT"	"intercrop_vigo"
1131	99	678.616920925007	"SILIGOOT"	"intercrop_vigo"
1140	100	678.618126471005	"SILIGOOT"	"intercrop_vigo"
1150	101	678.619258100076	"SILIGOOT"	"intercrop_vigo"
1160	102	678.620205422367	"SILIGOOT"	"intercrop_vigo"
1170	103	678.620998455258	"SILIGOOT"	"intercrop_vigo"
1180	104	678.621662327427	"SILIGOOT"	"intercrop_vigo"
1188	105	678.622114685623	"SILIGOOT"	"intercrop_vigo"
1197	106	678.622552314753	"SILIGOOT"	"intercrop_vigo"
1207	107	678.622963110161	"SILIGOOT"	"intercrop_vigo"
1215	108	678.623243023316	"SILIGOOT"	"intercrop_vigo"
1224	109	678.623513822188	"SILIGOOT"	"intercrop_vigo"
0	0	0	"SILIGOOT"	"intercrop_faba_vigo"
-1	0	0	"SILIGOOT"	"intercrop_faba_vigo"
-2	0	0	"SILIGOOT"	"intercrop_faba_vigo"
-3	0	0	"SILIGOOT"	"intercrop_faba_vigo"
-4	0	0	"SILIGOOT"	"intercrop_faba_vigo"
-5	0	0	"SILIGOOT"	"intercrop_faba_vigo"
19	1	0	"SILIGOOT"	"intercrop_faba_vigo"
35	2	0	"SILIGOOT"	"intercrop_faba_vigo"
49	3	0	"SILIGOOT"	"intercrop_faba_vigo"
62	4	0	"SILIGOOT"	"intercrop_faba_vigo"
75	5	0	"SILIGOOT"	"intercrop_faba_vigo"
91	6	0	"SILIGOOT"	"intercrop_faba_vigo"
110	7	18.651584684472	"SILIGOOT"	"intercrop_faba_vigo"
129	8	20.3536821241522	"SILIGOOT"	"intercrop_faba_vigo"
147	9	22.0933313996373	"SILIGOOT"	"intercrop_faba_vigo"
166	10	24.0714340178175	"SILIGOOT"	"intercrop_faba_vigo"
181	11	25.7410155899379	"SILIGOOT"	"intercrop_faba_vigo"
200	12	27.9988404258134	"SILIGOOT"	"intercrop_faba_vigo"
221	13	30.6884051598693	"SILIGOOT"	"intercrop_faba_vigo"
238	14	33.0209182937297	"SILIGOOT"	"intercrop_faba_vigo"
250	15	34.7535919754022	"SILIGOOT"	"intercrop_faba_vigo"
264	16	36.8672281533982	"SILIGOOT"	"intercrop_faba_vigo"
278	17	39.0818739486154	"SILIGOOT"	"intercrop_faba_vigo"
295	18	41.9089902637926	"SILIGOOT"	"intercrop_faba_vigo"
313	19	45.0691602535393	"SILIGOOT"	"intercrop_faba_vigo"
331	20	48.4018235204605	"SILIGOOT"	"intercrop_faba_vigo"
350	21	52.1063321737008	"SILIGOOT"	"intercrop_faba_vigo"
369	22	56.0003036018	"SILIGOOT"	"intercrop_faba_vigo"
387	23	59.8601675447788	"SILIGOOT"	"intercrop_faba_vigo"
408	24	64.5658457539711	"SILIGOOT"	"intercrop_faba_vigo"
419	25	67.1140602675913	"SILIGOOT"	"intercrop_faba_vigo"
428	26	69.2397014429622	"SILIGOOT"	"intercrop_faba_vigo"
436	27	71.1588323817253	"SILIGOOT"	"intercrop_faba_vigo"
445	28	73.3499689110167	"SILIGOOT"	"intercrop_faba_vigo"
459	29	76.8225192524033	"SILIGOOT"	"intercrop_faba_vigo"
477	30	81.3928853996389	"SILIGOOT"	"intercrop_faba_vigo"
493	31	85.5442292955861	"SILIGOOT"	"intercrop_faba_vigo"
505	32	88.7054930617484	"SILIGOOT"	"intercrop_faba_vigo"
518	33	92.1698311593479	"SILIGOOT"	"intercrop_faba_vigo"
527	34	94.5888859553337	"SILIGOOT"	"intercrop_faba_vigo"
540	35	98.1075522514298	"SILIGOOT"	"intercrop_faba_vigo"
552	36	101.375578201637	"SILIGOOT"	"intercrop_faba_vigo"
565	37	104.93063733557	"SILIGOOT"	"intercrop_faba_vigo"
576	38	107.945228566058	"SILIGOOT"	"intercrop_faba_vigo"
589	39	111.508858620226	"SILIGOOT"	"intercrop_faba_vigo"
602	40	115.066223026712	"SILIGOOT"	"intercrop_faba_vigo"
613	41	118.065761621048	"SILIGOOT"	"intercrop_faba_vigo"
624	42	121.050811446924	"SILIGOOT"	"intercrop_faba_vigo"
636	43	124.285466141158	"SILIGOOT"	"intercrop_faba_vigo"
647	44	127.225941316722	"SILIGOOT"	"intercrop_faba_vigo"
654	45	129.082895714466	"SILIGOOT"	"intercrop_faba_vigo"
665	46	131.975642685359	"SILIGOOT"	"intercrop_faba_vigo"
676	47	134.834012992887	"SILIGOOT"	"intercrop_faba_vigo"
686	48	137.399568838551	"SILIGOOT"	"intercrop_faba_vigo"
695	49	139.679464977112	"SILIGOOT"	"intercrop_faba_vigo"
704	50	141.929901809487	"SILIGOOT"	"intercrop_faba_vigo"
713	51	144.149169241832	"SILIGOOT"	"intercrop_faba_vigo"
721	52	146.094388795355	"SILIGOOT"	"intercrop_faba_vigo"
729	53	148.012666912454	"SILIGOOT"	"intercrop_faba_vigo"
740	54	150.604528520853	"SILIGOOT"	"intercrop_faba_vigo"
753	55	153.596457259532	"SILIGOOT"	"intercrop_faba_vigo"
765	56	156.287065278897	"SILIGOOT"	"intercrop_faba_vigo"
775	57	158.475364623255	"SILIGOOT"	"intercrop_faba_vigo"
785	58	160.613503984065	"SILIGOOT"	"intercrop_faba_vigo"
794	59	162.494173696843	"SILIGOOT"	"intercrop_faba_vigo"
805	60	164.735769321593	"SILIGOOT"	"intercrop_faba_vigo"
818	61	167.303092651275	"SILIGOOT"	"intercrop_faba_vigo"
828	62	169.217095165749	"SILIGOOT"	"intercrop_faba_vigo"
838	63	171.077908132341	"SILIGOOT"	"intercrop_faba_vigo"
844	64	172.168823167046	"SILIGOOT"	"intercrop_faba_vigo"
853	65	173.76924558419	"SILIGOOT"	"intercrop_faba_vigo"
861	66	175.155694039173	"SILIGOOT"	"intercrop_faba_vigo"
866	67	176.004998696358	"SILIGOOT"	"intercrop_faba_vigo"
868	68	176.341020522354	"SILIGOOT"	"intercrop_faba_vigo"
874	69	177.336436447481	"SILIGOOT"	"intercrop_faba_vigo"
878	70	177.989537451002	"SILIGOOT"	"intercrop_faba_vigo"
883	71	178.794140059371	"SILIGOOT"	"intercrop_faba_vigo"
886	72	179.270645776601	"SILIGOOT"	"intercrop_faba_vigo"
888	73	179.585718371393	"SILIGOOT"	"intercrop_faba_vigo"
888	74	179.585718371393	"SILIGOOT"	"intercrop_faba_vigo"
889	75	179.742476953899	"SILIGOOT"	"intercrop_faba_vigo"
894	76	180.518515762925	"SILIGOOT"	"intercrop_faba_vigo"
901	77	181.583369729527	"SILIGOOT"	"intercrop_faba_vigo"
907	78	182.47619690295	"SILIGOOT"	"intercrop_faba_vigo"
911	79	183.061286640698	"SILIGOOT"	"intercrop_faba_vigo"
919	80	184.207373589607	"SILIGOOT"	"intercrop_faba_vigo"
929	81	185.595336852335	"SILIGOOT"	"intercrop_faba_vigo"
939	82	186.934491270995	"SILIGOOT"	"intercrop_faba_vigo"
949	83	188.22574886793	"SILIGOOT"	"intercrop_faba_vigo"
960	84	189.591965355772	"SILIGOOT"	"intercrop_faba_vigo"
968	85	190.550678620747	"SILIGOOT"	"intercrop_faba_vigo"
974	86	191.250793938195	"SILIGOOT"	"intercrop_faba_vigo"
982	87	192.159496531514	"SILIGOOT"	"intercrop_faba_vigo"
989	88	192.931778891135	"SILIGOOT"	"intercrop_faba_vigo"
993	89	193.363670245798	"SILIGOOT"	"intercrop_faba_vigo"
994	90	193.470584679104	"SILIGOOT"	"intercrop_faba_vigo"
1000	91	194.103267866329	"SILIGOOT"	"intercrop_faba_vigo"
1007	92	194.822566216695	"SILIGOOT"	"intercrop_faba_vigo"
1016	93	195.718184260966	"SILIGOOT"	"intercrop_faba_vigo"
1026	94	196.675747324873	"SILIGOOT"	"intercrop_faba_vigo"
1035	95	197.504670085676	"SILIGOOT"	"intercrop_faba_vigo"
1045	96	198.390227108764	"SILIGOOT"	"intercrop_faba_vigo"
1056	97	199.32256163395	"SILIGOOT"	"intercrop_faba_vigo"
1065	98	200.053869213333	"SILIGOOT"	"intercrop_faba_vigo"
1073	99	200.680842276823	"SILIGOOT"	"intercrop_faba_vigo"
1083	100	201.434938179842	"SILIGOOT"	"intercrop_faba_vigo"
1092	101	202.086353760853	"SILIGOOT"	"intercrop_faba_vigo"
1101	102	202.712776763569	"SILIGOOT"	"intercrop_faba_vigo"
1109	103	203.249263565829	"SILIGOOT"	"intercrop_faba_vigo"
